Scientific Name,Status
Berula erecta,Only in Natuurpunt
Berytinus clavipes,Only in Natuurpunt
Berytinus crassipes,Only in Natuurpunt
Berytinus hirticornis,Only in Natuurpunt
Berytinus minor,Only in Natuurpunt
Berytinus signoreti,Only in Natuurpunt
Beta macrocarpa,Only in Natuurpunt
Beta vulgaris,Only in Natuurpunt
Bethylus dendrophilus,Only in Natuurpunt
Bethylus fuscicornis,Only in Natuurpunt
Betonica macrantha,Only in Natuurpunt
Betula papyrifera,Only in Natuurpunt
Bibio anglicus,Only in Natuurpunt
Bibio clavipes,Only in Natuurpunt
Bibio ferruginatus,Only in Natuurpunt
Bibio hortulanus,Only in Natuurpunt
Bibio johannis,Only in Natuurpunt
Bibio lanigerus,Only in Natuurpunt
Bibio leucopterus,Only in Natuurpunt
Bibio marci,Only in Natuurpunt
Bibio pomonae,Only in Natuurpunt
Bibio reticulatus,Only in Natuurpunt
Bicellariella ciliata,Only in Natuurpunt
Bicolorana bicolor,Only in Natuurpunt
Bidens bipinnata,Only in Natuurpunt
Bidens cernua,Only in Natuurpunt
Bidens connata,Only in Natuurpunt
Bidens frondosa,Only in Natuurpunt
Bidens pilosa,Only in Natuurpunt
Bidens radiata,Only in Natuurpunt
Bidens tripartita,Only in Natuurpunt
Bidens triplinervia,Only in Natuurpunt
Bidessus grossepunctatus,Only in Natuurpunt
Bidessus unistriatus,Only in Natuurpunt
Bifora radians,Only in Natuurpunt
Bifora testiculata,Only in Natuurpunt
Bilimbia sabuletorum,Only in Natuurpunt
Billaea triangulifera,Only in Natuurpunt
Bilobella braunerae,Only in Natuurpunt
Bimastos eiseni,Only in Natuurpunt
Bimastos rubidus,Only in Natuurpunt
Bioblapsis polita,Only in Natuurpunt
Biorhiza pallida,Only in Natuurpunt
Bipalium kewense,Only in Natuurpunt
Biphyllus lunatus,Only in Natuurpunt
Birka cinereipes,Only in Natuurpunt
Biscogniauxia marginata,Only in Natuurpunt
Biscogniauxia nummularia,Only in Natuurpunt
Biscutella laevigata,Only in Natuurpunt
Bisigna procerella,Only in Natuurpunt
Bispira polyomma,Only in Natuurpunt
Bispora antennata,Only in Natuurpunt
Bispora betulina,Only in Natuurpunt
Bisporella citrina,Only in Natuurpunt
Bisporella confluens,Only in Natuurpunt
Bisporella pallescens,Only in Natuurpunt
Bisporella subpallida,Only in Natuurpunt
Bisporella sulfurina,Only in Natuurpunt
Biston betularia,Only in Natuurpunt
Biston strataria,Only in Natuurpunt
Bistorta affinis,Only in Natuurpunt
Bithia spreta,Only in Natuurpunt
Bithynia leachii,Only in Natuurpunt
Bithynia tentaculata,Only in Natuurpunt
Bitoma crenata,Only in Natuurpunt
Bittium reticulatum,Only in Natuurpunt
Bituminaria bituminosa,Only in Natuurpunt
Bjerkandera adusta,Only in Natuurpunt
Bjerkandera fumosa,Only in Natuurpunt
Blackstonia perfoliata,Only in Natuurpunt
Blaniulus guttulatus,Only in Natuurpunt
Blaps mucronata,Only in Natuurpunt
Blaptica dubia,Only in Natuurpunt
Blasia pusilla,Only in Natuurpunt
Blastenia ferruginea,Only in Natuurpunt
Blasticotoma filiceti,Only in Natuurpunt
Blastobasis adustella,Only in Natuurpunt
Blastobasis glandulella,Only in Natuurpunt
Blastobasis lacticolella,Only in Natuurpunt
Blastobasis phycidella,Only in Natuurpunt
Blastodacna atra,Only in Natuurpunt
Blastodacna hellerella,Only in Natuurpunt
Blatta orientalis,Only in Natuurpunt
Blattella germanica,Only in Natuurpunt
Blemus discus,Only in Natuurpunt
Blennocampa phyllocolpa,Only in Natuurpunt
Blennothallia crispa,Only in Natuurpunt
Blepharidopterus angulatus,Only in Natuurpunt
Blepharidopterus diaphanus,Only in Natuurpunt
Blepharipa pratensis,Only in Natuurpunt
Blera fallax,Only in Natuurpunt
Blethisa multipunctata,Only in Natuurpunt
Blicca bjoerkna,Only in Natuurpunt
Blistum tomentosum,Only in Natuurpunt
Blitum bonus-henricus,Only in Natuurpunt
Blitum capitatum,Only in Natuurpunt
Blitum virgatum,Only in Natuurpunt
Blumeria graminis,Only in Natuurpunt
Blumeriella jaapii,Only in Natuurpunt
Blysmus compressus,Only in Natuurpunt
Bodotria scorpioides,Only in Natuurpunt
Boeremia hedericola,Only in Natuurpunt
Boeremia telephii,Only in Natuurpunt
Boettgerilla pallens,Only in Natuurpunt
Bohemannia auriciliella,Only in Natuurpunt
Bohemannia pulverosella,Only in Natuurpunt
Bohemannia quadrimaculella,Only in Natuurpunt
Boidinia furfuracea,Only in Natuurpunt
Bolbitius lacteus,Only in Natuurpunt
Bolbitius reticulatus,Only in Natuurpunt
Bolbitius titubans,Only in Natuurpunt
Bolboschoenus glaucus,Only in Natuurpunt
Bolboschoenus laticarpus,Only in Natuurpunt
Bolboschoenus maritimus,Only in Natuurpunt
Bolboschoenus planiculmis,Only in Natuurpunt
Bolboschoenus yagara,Only in Natuurpunt
Boletoglyphus boletophagi,Only in Natuurpunt
Boletus aereus,Only in Natuurpunt
Boletus appendiculatus,Only in Natuurpunt
Boletus calopus,Only in Natuurpunt
Boletus depilatus,Only in Natuurpunt
Boletus erythropus,Only in Natuurpunt
Boletus fechtneri,Only in Natuurpunt
Boletus impolitus,Only in Natuurpunt
Boletus junquilleus,Only in Natuurpunt
Boletus legaliae,Only in Natuurpunt
Boletus lupinus,Only in Natuurpunt
Boletus luridus,Only in Natuurpunt
Boletus pinophilus,Only in Natuurpunt
Boletus pulverulentus,Only in Natuurpunt
Boletus queletii,Only in Natuurpunt
Boletus radicans,Only in Natuurpunt
Boletus reticulatus,Only in Natuurpunt
Boletus satanas,Only in Natuurpunt
Bolitobius castaneus,Only in Natuurpunt
Bolitobius cingulatus,Only in Natuurpunt
Bolitophagus reticulatus,Only in Natuurpunt
Bolopus furcatus,Only in Natuurpunt
Boloria aquilonaris,Only in Natuurpunt
Boloria dia,Only in Natuurpunt
Boloria eunomia,Only in Natuurpunt
Boloria euphrosyne,Only in Natuurpunt
Boloria selene,Only in Natuurpunt
Bombardioidea stercoris,Only in Natuurpunt
Bombina orientalis,Only in Natuurpunt
Bombina variegata,Only in Natuurpunt
Bombus barbutellus,Only in Natuurpunt
Bombus bohemicus,Only in Natuurpunt
Bombus campestris,Only in Natuurpunt
Bombus cryptarum,Only in Natuurpunt
Bombus hortorum,Only in Natuurpunt
Bombus humilis,Only in Natuurpunt
Bombus hypnorum,Only in Natuurpunt
Bombus jonellus,Only in Natuurpunt
Bombus lapidarius,Only in Natuurpunt
Bombus lucorum,Only in Natuurpunt
Bombus magnus,Only in Natuurpunt
Bombus muscorum,Only in Natuurpunt
Bombus norvegicus,Only in Natuurpunt
Bombus pratorum,Only in Natuurpunt
Bombus ruderarius,Only in Natuurpunt
Bombus ruderatus,Only in Natuurpunt
Bombus rupestris,Only in Natuurpunt
Bombus soroeensis,Only in Natuurpunt
Bombus subterraneus,Only in Natuurpunt
Bombus sylvarum,Only in Natuurpunt
Bombus sylvestris,Only in Natuurpunt
Bombus vestalis,Only in Natuurpunt
Bombus veteranus,Only in Natuurpunt
Bombycilla garrulus,Only in Natuurpunt
Bombylella atra,Only in Natuurpunt
Bombylius canescens,Only in Natuurpunt
Bombylius cinerascens,Only in Natuurpunt
Bombylius discolor,Only in Natuurpunt
Bombylius fimbriatus,Only in Natuurpunt
Bombylius major,Only in Natuurpunt
Bombylius minor,Only in Natuurpunt
Bombylius posticus,Only in Natuurpunt
Bombylius venosus,Only in Natuurpunt
Borago officinalis,Only in Natuurpunt
Boreotrophon truncatus,Only in Natuurpunt
Boreus hyemalis,Only in Natuurpunt
Borkhausenia fuscescens,Only in Natuurpunt
Borkhausenia luridicomella,Only in Natuurpunt
Borkhausenia minutella,Only in Natuurpunt
Borkhausenia nefrax,Only in Natuurpunt
Bosmina longirostris,Only in Natuurpunt
Bostrichus capucinus,Only in Natuurpunt
Bostrychia hagedash,Only in Natuurpunt
Botanophila seneciella,Only in Natuurpunt
Botaurus stellaris,Only in Natuurpunt
Botrychium lunaria,Only in Natuurpunt
Botrylloides diegensis,Only in Natuurpunt
Botrylloides violaceus,Only in Natuurpunt
Botryllus schlosseri,Only in Natuurpunt
Botryobasidium aureum,Only in Natuurpunt
Botryobasidium candicans,Only in Natuurpunt
Botryobasidium conspersum,Only in Natuurpunt
Botryobasidium laeve,Only in Natuurpunt
Botryobasidium subcoronatum,Only in Natuurpunt
Botryobasidium vagum,Only in Natuurpunt
Botryolepraria lesdainii,Only in Natuurpunt
Botryosphaeria melanops,Only in Natuurpunt
Botryosphaeria quercuum,Only in Natuurpunt
Botryosphaeria stevensii,Only in Natuurpunt
Botryosporium pulchrum,Only in Natuurpunt
Botryotinia ficariarum,Only in Natuurpunt
Botrytis cinerea,Only in Natuurpunt
Botrytis convallariae,Only in Natuurpunt
Botrytis galanthina,Only in Natuurpunt
Boudiera tracheia,Only in Natuurpunt
Boudinotiana notha,Only in Natuurpunt
Bourdotia galzinii,Only in Natuurpunt
Bourletiella hortensis,Only in Natuurpunt
Bovicola caprae,Only in Natuurpunt
Bovista aestivalis,Only in Natuurpunt
Bovista dermoxantha,Only in Natuurpunt
Bovista limosa,Only in Natuurpunt
Bovista nigrescens,Only in Natuurpunt
Bovista plumbea,Only in Natuurpunt
Bovista pusilla,Only in Natuurpunt
Bovista tomentosa,Only in Natuurpunt
Bowerbankia gracilis,Only in Natuurpunt
Brachiaria ramosa,Only in Natuurpunt
Brachicoma devia,Only in Natuurpunt
Brachinus crepitans,Only in Natuurpunt
Brachinus explodens,Only in Natuurpunt
Brachionycha nubeculosa,Only in Natuurpunt
Brachmia blandella,Only in Natuurpunt
Brachmia inornatella,Only in Natuurpunt
Brachonyx pineti,Only in Natuurpunt
Brachycarenus tigrinus,Only in Natuurpunt
Brachycaudus bicolor,Only in Natuurpunt
Brachycaudus cardui,Only in Natuurpunt
Brachycaudus tragopogonis,Only in Natuurpunt
Brachycentrus montanus,Only in Natuurpunt
Brachycentrus subnubilus,Only in Natuurpunt
Brachycoleus pilicornis,Only in Natuurpunt
Brachycyrtus ornatus,Only in Natuurpunt
Brachyderes lusitanicus,Only in Natuurpunt
Brachydesmiella biseptata,Only in Natuurpunt
Brachygaster minutus,Only in Natuurpunt
Brachyiulus pusillus,Only in Natuurpunt
Brachylomia viminalis,Only in Natuurpunt
Brachymeria minuta,Only in Natuurpunt
Brachymeria obtusata,Only in Natuurpunt
Brachymeria podagrica,Only in Natuurpunt
Brachymeria tibialis,Only in Natuurpunt
Brachyneurina peniophorae,Only in Natuurpunt
Brachynotocoris puncticornis,Only in Natuurpunt
Brachyopa bicolor,Only in Natuurpunt
Brachyopa dorsata,Only in Natuurpunt
Brachyopa grunewaldensis,Only in Natuurpunt
Brachyopa insensilis,Only in Natuurpunt
Brachyopa obscura,Only in Natuurpunt
Brachyopa panzeri,Only in Natuurpunt
Brachyopa pilosa,Only in Natuurpunt
Brachyopa scutellaris,Only in Natuurpunt
Brachyopa testacea,Only in Natuurpunt
Brachyopa vittata,Only in Natuurpunt
Brachypalpoides lentus,Only in Natuurpunt
Brachypalpus laphriformis,Only in Natuurpunt
Brachypalpus valgus,Only in Natuurpunt
Brachypodium distachyon,Only in Natuurpunt
Brachypodium phoenicoides,Only in Natuurpunt
Brachypodium pinnatum,Only in Natuurpunt
Brachypodium sylvaticum,Only in Natuurpunt
Brachyptera monilicornis,Only in Natuurpunt
Brachyptera risi,Only in Natuurpunt
Brachypterus urticae,Only in Natuurpunt
Brachyscome iberidifolia,Only in Natuurpunt
Brachysporium bloxamii,Only in Natuurpunt
Brachysporium nigrum,Only in Natuurpunt
Brachysporium obovatum,Only in Natuurpunt
Brachysteles parvicornis,Only in Natuurpunt
Brachystomella parvula,Only in Natuurpunt
Brachystomia scalaris,Only in Natuurpunt
Brachytheciastrum velutinum,Only in Natuurpunt
Brachythecium albicans,Only in Natuurpunt
Brachythecium glareosum,Only in Natuurpunt
Brachythecium mildeanum,Only in Natuurpunt
Brachythecium oedipodium,Only in Natuurpunt
Brachythecium plumosum,Only in Natuurpunt
Brachythecium populeum,Only in Natuurpunt
Brachythecium rivulare,Only in Natuurpunt
Brachythecium rutabulum,Only in Natuurpunt
Brachythecium salebrosum,Only in Natuurpunt
Brachythecium velutinum,Only in Natuurpunt
Brachytron pratense,Only in Natuurpunt
Bracon hebetor,Only in Natuurpunt
Bradybatus fallax,Only in Natuurpunt
Bradycellus harpalinus,Only in Natuurpunt
Bradycellus sharpi,Only in Natuurpunt
Bradycellus verbasci,Only in Natuurpunt
Brama brama,Only in Natuurpunt
Branchiostoma lanceolatum,Only in Natuurpunt
Branta bernicla,Only in Natuurpunt
Branta canadensis,Only in Natuurpunt
Branta hutchinsii,Only in Natuurpunt
Branta leucopsis,Only in Natuurpunt
Branta ruficollis,Only in Natuurpunt
Branta sandvicensis,Only in Natuurpunt
Brassica barrelieri,Only in Natuurpunt
Brassica carinata,Only in Natuurpunt
Brassica fruticulosa,Only in Natuurpunt
Brassica juncea,Only in Natuurpunt
Brassica napus,Only in Natuurpunt
Brassica nigra,Only in Natuurpunt
Brassica tournefortii,Only in Natuurpunt
Brefeldia maxima,Only in Natuurpunt
Bremia cirsii,Only in Natuurpunt
Bremia lactucae,Only in Natuurpunt
Bremia lapsanae,Only in Natuurpunt
Bremia stellata,Only in Natuurpunt
Bremia tulasnei,Only in Natuurpunt
Brenthis daphne,Only in Natuurpunt
Brenthis ino,Only in Natuurpunt
Brevicellicium olivascens,Only in Natuurpunt
Brevicoryne brassicae,Only in Natuurpunt
Brevipalpus geisenheyneri,Only in Natuurpunt
Brigittea civica,Only in Natuurpunt
Brigittea latens,Only in Natuurpunt
Briza maxima,Only in Natuurpunt
Briza media,Only in Natuurpunt
Briza minor,Only in Natuurpunt
Bromius obscurus,Only in Natuurpunt
Bromopsis erecta,Only in Natuurpunt
Bromopsis inermis,Only in Natuurpunt
Bromopsis ramosa,Only in Natuurpunt
Bromus arvensis,Only in Natuurpunt
Bromus bromoideus,Only in Natuurpunt
Bromus carinatus,Only in Natuurpunt
Bromus grossus,Only in Natuurpunt
Bromus hordeaceus,Only in Natuurpunt
Bromus japonicus,Only in Natuurpunt
Bromus lepidus,Only in Natuurpunt
Bromus racemosus,Only in Natuurpunt
Bromus secalinus,Only in Natuurpunt
Bromus sitchensis,Only in Natuurpunt
Bromus squarrosus,Only in Natuurpunt
Broscus cephalotes,Only in Natuurpunt
Broussonetia papyrifera,Only in Natuurpunt
Bruchela rufipes,Only in Natuurpunt
Bruchidius imbricornis,Only in Natuurpunt
Bruchidius marginalis,Only in Natuurpunt
Bruchidius siliquastri,Only in Natuurpunt
Bruchidius varius,Only in Natuurpunt
Bruchidius villosus,Only in Natuurpunt
Bruchus affinis,Only in Natuurpunt
Bruchus atomarius,Only in Natuurpunt
Bruchus brachialis,Only in Natuurpunt
Bruchus loti,Only in Natuurpunt
Bruchus luteicornis,Only in Natuurpunt
Bruchus pisorum,Only in Natuurpunt
Bruchus rufimanus,Only in Natuurpunt
Brullaea ocypteroidea,Only in Natuurpunt
Brunnera macrophylla,Only in Natuurpunt
Brunnipila fagicola,Only in Natuurpunt
Brunnipila fuscescens,Only in Natuurpunt
Brunnipila palearum,Only in Natuurpunt
Bryocoris pteridis,Only in Natuurpunt
Bryoerythrophyllum recurvirostre,Only in Natuurpunt
Bryonia dioica,Only in Natuurpunt
Bryophila domestica,Only in Natuurpunt
Bryophila raptricula,Only in Natuurpunt
Bryoria fuscescens,Only in Natuurpunt
Bryoscyphus atromarginatus,Only in Natuurpunt
Bryoscyphus dicrani,Only in Natuurpunt
Bryostigma fuscum,Only in Natuurpunt
Bryotropha affinis,Only in Natuurpunt
Bryotropha basaltinella,Only in Natuurpunt
Bryotropha boreella,Only in Natuurpunt
Bryotropha desertella,Only in Natuurpunt
Bryotropha domestica,Only in Natuurpunt
Bryotropha galbanella,Only in Natuurpunt
Bryotropha senectella,Only in Natuurpunt
Bryotropha similis,Only in Natuurpunt
Bryotropha terrella,Only in Natuurpunt
Bryotropha umbrosella,Only in Natuurpunt
Bryum algovicum,Only in Natuurpunt
Bryum alpinum,Only in Natuurpunt
Bryum archangelicum,Only in Natuurpunt
Bryum argenteum,Only in Natuurpunt
Bryum barnesii,Only in Natuurpunt
Bryum bornholmense,Only in Natuurpunt
Bryum caespiticium,Only in Natuurpunt
Bryum capillare,Only in Natuurpunt
Bryum creberrimum,Only in Natuurpunt
Bryum cyclophyllum,Only in Natuurpunt
Bryum demaretianum,Only in Natuurpunt
Bryum dichotomum,Only in Natuurpunt
Bryum dyffrynense,Only in Natuurpunt
Bryum gemmiferum,Only in Natuurpunt
Bryum intermedium,Only in Natuurpunt
Bryum klinggraeffii,Only in Natuurpunt
Bryum knowltonii,Only in Natuurpunt
Bryum microerythrocarpum,Only in Natuurpunt
Bryum pallens,Only in Natuurpunt
Bryum pallescens,Only in Natuurpunt
Bryum pseudotriquetrum,Only in Natuurpunt
Bryum radiculosum,Only in Natuurpunt
Bryum ruderale,Only in Natuurpunt
Bryum subapiculatum,Only in Natuurpunt
Bryum tenuisetum,Only in Natuurpunt
Bryum violaceum,Only in Natuurpunt
Buathra laborator,Only in Natuurpunt
Bubo africanus,Only in Natuurpunt
Bubo bubo,Only in Natuurpunt
Bubo scandiacus,Only in Natuurpunt
Bubo virginianus,Only in Natuurpunt
Bubulcus ibis,Only in Natuurpunt
Bucardium ringens,Only in Natuurpunt
Buccinum undatum,Only in Natuurpunt
Bucculatrix ainsliella,Only in Natuurpunt
Bucculatrix albedinella,Only in Natuurpunt
Bucculatrix artemisiella,Only in Natuurpunt
Bucculatrix bechsteinella,Only in Natuurpunt
Bucculatrix chrysanthemella,Only in Natuurpunt
Bucculatrix cidarella,Only in Natuurpunt
Bucculatrix cristatella,Only in Natuurpunt
Bucculatrix demaryella,Only in Natuurpunt
Bucculatrix frangutella,Only in Natuurpunt
Bucculatrix maritima,Only in Natuurpunt
Bucculatrix nigricomella,Only in Natuurpunt
Bucculatrix noltei,Only in Natuurpunt
Bucculatrix thoracella,Only in Natuurpunt
Bucculatrix ulmella,Only in Natuurpunt
Bucculatrix ulmifoliae,Only in Natuurpunt
Bucephala albeola,Only in Natuurpunt
Bucephala clangula,Only in Natuurpunt
Bucephala islandica,Only in Natuurpunt
Buchananiella continua,Only in Natuurpunt
Buchwaldoboletus lignicola,Only in Natuurpunt
Buckleria paludum,Only in Natuurpunt
Bucorvus leadbeateri,Only in Natuurpunt
Buellia aethalea,Only in Natuurpunt
Buellia griseovirens,Only in Natuurpunt
Buellia ocellata,Only in Natuurpunt
Buelliella physciicola,Only in Natuurpunt
Buerenia inundata,Only in Natuurpunt
Bufotes viridis,Only in Natuurpunt
Buglossidium luteum,Only in Natuurpunt
Buglossoides purpurocaerulea,Only in Natuurpunt
Bugula flabellata,Only in Natuurpunt
Bugula neritina,Only in Natuurpunt
Bugula simplex,Only in Natuurpunt
Bugula stolonifera,Only in Natuurpunt
Bulbillomyces farinosus,Only in Natuurpunt
Bulgaria inquinans,Only in Natuurpunt
Bunias orientalis,Only in Natuurpunt
Bupalus piniaria,Only in Natuurpunt
Buphthalmum salicifolium,Only in Natuurpunt
Bupleurum falcatum,Only in Natuurpunt
Bupleurum fruticosum,Only in Natuurpunt
Bupleurum rotundifolium,Only in Natuurpunt
Bupleurum subovatum,Only in Natuurpunt
Bupleurum tenuissimum,Only in Natuurpunt
Burgoa angulosa,Only in Natuurpunt
Burhinus oedicnemus,Only in Natuurpunt
Buszkoiana capnodactylus,Only in Natuurpunt
Buteo auguralis,Only in Natuurpunt
Buteo jamaicensis,Only in Natuurpunt
Buteo lagopus,Only in Natuurpunt
Buteo rufinus,Only in Natuurpunt
Butomus umbellatus,Only in Natuurpunt
Buxbaumia aphylla,Only in Natuurpunt
Byctiscus betulae,Only in Natuurpunt
Byctiscus populi,Only in Natuurpunt
Byrrhus arietinus,Only in Natuurpunt
Byrrhus fasciatus,Only in Natuurpunt
Byrrhus pilula,Only in Natuurpunt
Byrrhus pustulatus,Only in Natuurpunt
Byrsinus flavicornis,Only in Natuurpunt
Byssocorticium atrovirens,Only in Natuurpunt
Byssomerulius corium,Only in Natuurpunt
Byssonectria aggregata,Only in Natuurpunt
Byssonectria tetraspora,Only in Natuurpunt
Bythinella dunkeri,Only in Natuurpunt
Bythinella viridis,Only in Natuurpunt
Byturus ochraceus,Only in Natuurpunt
Byturus tomentosus,Only in Natuurpunt
Cabera exanthemata,Only in Natuurpunt
Cabera pusaria,Only in Natuurpunt
Cabomba caroliniana,Only in Natuurpunt
Cacoecimorpha pronubana,Only in Natuurpunt
Cacopsylla ambigua,Only in Natuurpunt
Cacopsylla crataegi,Only in Natuurpunt
Cacopsylla fulguralis,Only in Natuurpunt
Cacopsylla melanoneura,Only in Natuurpunt
Cacopsylla pruni,Only in Natuurpunt
Cacopsylla pyricola,Only in Natuurpunt
Cacopsylla visci,Only in Natuurpunt
Cacoxenus indagator,Only in Natuurpunt
Cacyreus marshalli,Only in Natuurpunt
Cadra cautella,Only in Natuurpunt
Cadra figulilella,Only in Natuurpunt
Caecilius fuscopterus,Only in Natuurpunt
Caecum glabrum,Only in Natuurpunt
Caenis beskidensis,Only in Natuurpunt
Caenis horaria,Only in Natuurpunt
Caenis lactea,Only in Natuurpunt
Caenis luctuosa,Only in Natuurpunt
Caenis macrura,Only in Natuurpunt
Caenis pseudorivulorum,Only in Natuurpunt
Caenis rivulorum,Only in Natuurpunt
Caenis robusta,Only in Natuurpunt
Caenolyda reticulata,Only in Natuurpunt
Caenoplana coerulea,Only in Natuurpunt
Caenoplana variegata,Only in Natuurpunt
