Scientific Name,Status
Lophiotrema nucula,Only in Natuurpunt
Lophiotrema rubi,Only in Natuurpunt
Lophium mytilinum,Only in Natuurpunt
Lophius piscatorius,Only in Natuurpunt
Lophocolea bidentata,Only in Natuurpunt
Lophocolea heterophylla,Only in Natuurpunt
Lophocolea minor,Only in Natuurpunt
Lophocolea semiteres,Only in Natuurpunt
Lophodermium arundinaceum,Only in Natuurpunt
Lophodermium caricinum,Only in Natuurpunt
Lophodermium conigenum,Only in Natuurpunt
Lophodermium gramineum,Only in Natuurpunt
Lophodermium juniperinum,Only in Natuurpunt
Lophodermium petiolicola,Only in Natuurpunt
Lophodermium piceae,Only in Natuurpunt
Lophodermium pinastri,Only in Natuurpunt
Lophodermium typhinum,Only in Natuurpunt
Lophodytes cucullatus,Only in Natuurpunt
Lophomma punctatum,Only in Natuurpunt
Lophonetta specularioides,Only in Natuurpunt
Lophophanes cristatus,Only in Natuurpunt
Lophophorus impejanus,Only in Natuurpunt
Lophopilio palpinalis,Only in Natuurpunt
Lophosia fasciata,Only in Natuurpunt
Lophozia bicrenata,Only in Natuurpunt
Lophozia capitata,Only in Natuurpunt
Lophozia ventricosa,Only in Natuurpunt
Lophura leucomelanos,Only in Natuurpunt
Lophura nycthemera,Only in Natuurpunt
Lopus decolor,Only in Natuurpunt
Lordithon trinotatus,Only in Natuurpunt
Loreleia marchantiae,Only in Natuurpunt
Loreleia postii,Only in Natuurpunt
Loricera pilicornis,Only in Natuurpunt
Loricula bipunctata,Only in Natuurpunt
Loricula coleoptrata,Only in Natuurpunt
Loricula elegantula,Only in Natuurpunt
Loricula pselaphiformis,Only in Natuurpunt
Lota lota,Only in Natuurpunt
Lotus glaber,Only in Natuurpunt
Lotus hispidus,Only in Natuurpunt
Lotus pedunculatus,Only in Natuurpunt
Lotus tetragonolobus,Only in Natuurpunt
Loxia curvirostra,Only in Natuurpunt
Loxia leucoptera,Only in Natuurpunt
Loxia pytyopsittacus,Only in Natuurpunt
Loxocera albiseta,Only in Natuurpunt
Loxocera aristata,Only in Natuurpunt
Loxocera hoffmannseggi,Only in Natuurpunt
Loxostege sticticalis,Only in Natuurpunt
Lozotaenia forsterana,Only in Natuurpunt
Lozotaeniodes formosana,Only in Natuurpunt
Lucilia ampullacea,Only in Natuurpunt
Lucilia bufonivora,Only in Natuurpunt
Lucilia caesar,Only in Natuurpunt
Lucilia illustris,Only in Natuurpunt
Lucilia sericata,Only in Natuurpunt
Lucilla scintilla,Only in Natuurpunt
Lucinella divaricata,Only in Natuurpunt
Lucinoma borealis,Only in Natuurpunt
Ludwigia grandiflora,Only in Natuurpunt
Ludwigia palustris,Only in Natuurpunt
Ludwigia peploides,Only in Natuurpunt
Luffia ferchaultella,Only in Natuurpunt
Lullula arborea,Only in Natuurpunt
Lumbriculus variegatus,Only in Natuurpunt
Lumbricus castaneus,Only in Natuurpunt
Lumbricus rubellus,Only in Natuurpunt
Lumbricus terrestris,Only in Natuurpunt
Lunaria annua,Only in Natuurpunt
Lunaria rediviva,Only in Natuurpunt
Lunularia cruciata,Only in Natuurpunt
Luperina testacea,Only in Natuurpunt
Luperomorpha xanthodera,Only in Natuurpunt
Luperus longicornis,Only in Natuurpunt
Luperus luperus,Only in Natuurpunt
Lupinus albus,Only in Natuurpunt
Lupinus angustifolius,Only in Natuurpunt
Lupinus luteus,Only in Natuurpunt
Lupinus polyphyllus,Only in Natuurpunt
Luquetia lobella,Only in Natuurpunt
Luronium natans,Only in Natuurpunt
Luscinia luscinia,Only in Natuurpunt
Luscinia megarhynchos,Only in Natuurpunt
Luscinia svecica,Only in Natuurpunt
Lutra lutra,Only in Natuurpunt
Lutraria angustior,Only in Natuurpunt
Lutraria lutraria,Only in Natuurpunt
Lutraria oblonga,Only in Natuurpunt
Luzula campestris,Only in Natuurpunt
Luzula congesta,Only in Natuurpunt
Luzula forsteri,Only in Natuurpunt
Luzula luzuloides,Only in Natuurpunt
Luzula multiflora,Only in Natuurpunt
Luzula nivea,Only in Natuurpunt
Luzula pilosa,Only in Natuurpunt
Luzula sylvatica,Only in Natuurpunt
Lycaena dispar,Only in Natuurpunt
Lycaena helle,Only in Natuurpunt
Lycaena hippothoe,Only in Natuurpunt
Lycaena phlaeas,Only in Natuurpunt
Lycaena tityrus,Only in Natuurpunt
Lycaena virgaureae,Only in Natuurpunt
Lycia hirtaria,Only in Natuurpunt
Lycia zonaria,Only in Natuurpunt
Lycium barbarum,Only in Natuurpunt
Lycium chinense,Only in Natuurpunt
Lycogala conicum,Only in Natuurpunt
Lycogala epidendrum,Only in Natuurpunt
Lycogala exiguum,Only in Natuurpunt
Lycogala flavofuscum,Only in Natuurpunt
Lycoperdina bovistae,Only in Natuurpunt
Lycoperdon echinatum,Only in Natuurpunt
Lycoperdon lambinonii,Only in Natuurpunt
Lycoperdon lividum,Only in Natuurpunt
Lycoperdon mammaeforme,Only in Natuurpunt
Lycoperdon molle,Only in Natuurpunt
Lycoperdon nigrescens,Only in Natuurpunt
Lycoperdon pyriforme,Only in Natuurpunt
Lycoperdon umbrinum,Only in Natuurpunt
Lycophotia molothina,Only in Natuurpunt
Lycophotia porphyrea,Only in Natuurpunt
Lycopodiella inundata,Only in Natuurpunt
Lycopodium clavatum,Only in Natuurpunt
Lycopus europaeus,Only in Natuurpunt
Lycorina triangulifera,Only in Natuurpunt
Lyctocoris campestris,Only in Natuurpunt
Lyctus brunneus,Only in Natuurpunt
Lygaeus equestris,Only in Natuurpunt
Lygdamis muratus,Only in Natuurpunt
Lygephila craccae,Only in Natuurpunt
Lygephila pastinum,Only in Natuurpunt
Lygistopterus sanguineus,Only in Natuurpunt
Lygocoris pabulinus,Only in Natuurpunt
Lygocoris rugicollis,Only in Natuurpunt
Lygus gemellatus,Only in Natuurpunt
Lygus maritimus,Only in Natuurpunt
Lygus pratensis,Only in Natuurpunt
Lygus rugulipennis,Only in Natuurpunt
Lygus wagneri,Only in Natuurpunt
Lylea tetracoila,Only in Natuurpunt
Lymantria dispar,Only in Natuurpunt
Lymantria monacha,Only in Natuurpunt
Lymantrichneumon disparis,Only in Natuurpunt
Lymnaea stagnalis,Only in Natuurpunt
Lymnocryptes minimus,Only in Natuurpunt
Lynx lynx,Only in Natuurpunt
Lyonetia clerkella,Only in Natuurpunt
Lyonetia prunifoliella,Only in Natuurpunt
Lyophyllum ambustum,Only in Natuurpunt
Lyophyllum anthracophilum,Only in Natuurpunt
Lyophyllum atratum,Only in Natuurpunt
Lyophyllum boudieri,Only in Natuurpunt
Lyophyllum confusum,Only in Natuurpunt
Lyophyllum decastes,Only in Natuurpunt
Lyophyllum fumosum,Only in Natuurpunt
Lyophyllum gangraenosum,Only in Natuurpunt
Lyophyllum mephiticum,Only in Natuurpunt
Lyophyllum palustre,Only in Natuurpunt
Lyophyllum platypus,Only in Natuurpunt
Lyophyllum rancidum,Only in Natuurpunt
Lyophyllum semitale,Only in Natuurpunt
Lyophyllum striipileum,Only in Natuurpunt
Lyophyllum tylicolor,Only in Natuurpunt
Lype phaeopa,Only in Natuurpunt
Lype reducta,Only in Natuurpunt
Lypha dubia,Only in Natuurpunt
Lyrurus tetrix,Only in Natuurpunt
Lysandra bellargus,Only in Natuurpunt
Lysandra coridon,Only in Natuurpunt
Lysibia nanus,Only in Natuurpunt
Lysichiton americanus,Only in Natuurpunt
Lysichiton camtschatcensis,Only in Natuurpunt
Lysimachia clethroides,Only in Natuurpunt
Lysimachia fortunei,Only in Natuurpunt
Lysimachia nemorum,Only in Natuurpunt
Lysimachia punctata,Only in Natuurpunt
Lysimachia thyrsiflora,Only in Natuurpunt
Lythraria salicariae,Only in Natuurpunt
Lythria cruentaria,Only in Natuurpunt
Lythrum hyssopifolia,Only in Natuurpunt
Lythrum junceum,Only in Natuurpunt
Lythrum portula,Only in Natuurpunt
Lythrum virgatum,Only in Natuurpunt
Lytta vesicatoria,Only in Natuurpunt
Macaria alternata,Only in Natuurpunt
Macaria brunneata,Only in Natuurpunt
Macaria liturata,Only in Natuurpunt
Macaria notata,Only in Natuurpunt
Macaria signaria,Only in Natuurpunt
Macaria wauaria,Only in Natuurpunt
Macaroeris nidicolens,Only in Natuurpunt
Macdunnoughia confusa,Only in Natuurpunt
Macgarvieomyces juncicola,Only in Natuurpunt
Machaerium maritimae,Only in Natuurpunt
Machilis germanica,Only in Natuurpunt
Machimus arthriticus,Only in Natuurpunt
Machimus intermedius,Only in Natuurpunt
Machimus rusticus,Only in Natuurpunt
Macleaya cordata,Only in Natuurpunt
Macoma balthica,Only in Natuurpunt
Macoma calcarea,Only in Natuurpunt
Macoma obliqua,Only in Natuurpunt
Macomangulus tenuis,Only in Natuurpunt
Macomopsis melo,Only in Natuurpunt
Macquartia grisea,Only in Natuurpunt
Macrargus rufus,Only in Natuurpunt
Macrocentrus bicolor,Only in Natuurpunt
Macrocentrus collaris,Only in Natuurpunt
Macrocentrus kurnakovi,Only in Natuurpunt
Macrocera phalerata,Only in Natuurpunt
Macrochilo cribrumalis,Only in Natuurpunt
Macrocystidia cucumis,Only in Natuurpunt
Macrodema microptera,Only in Natuurpunt
Macrodiplosis pustularis,Only in Natuurpunt
Macrodiplosis roboris,Only in Natuurpunt
Macrodiprion nemoralis,Only in Natuurpunt
Macrogastra attenuata,Only in Natuurpunt
Macrogastra plicatula,Only in Natuurpunt
Macrogastra rolphii,Only in Natuurpunt
Macrogastra ventricosa,Only in Natuurpunt
Macrolabis achilleae,Only in Natuurpunt
Macrolabis heraclei,Only in Natuurpunt
Macrolabis lamii,Only in Natuurpunt
Macrolabis lonicerae,Only in Natuurpunt
Macrolepiota excoriata,Only in Natuurpunt
Macrolepiota fuliginosa,Only in Natuurpunt
Macrolepiota mastoidea,Only in Natuurpunt
Macrolophus pygmaeus,Only in Natuurpunt
Macrolophus rubi,Only in Natuurpunt
Macronychia striginervis,Only in Natuurpunt
Macrophya albicincta,Only in Natuurpunt
Macrophya alboannulata,Only in Natuurpunt
Macrophya annulata,Only in Natuurpunt
Macrophya blanda,Only in Natuurpunt
Macrophya diversipes,Only in Natuurpunt
Macrophya duodecimpunctata,Only in Natuurpunt
Macrophya militaris,Only in Natuurpunt
Macrophya montana,Only in Natuurpunt
Macrophya punctumalbum,Only in Natuurpunt
Macrophya ribis,Only in Natuurpunt
Macrophya rufipes,Only in Natuurpunt
Macrophya sanguinolenta,Only in Natuurpunt
Macrophya teutona,Only in Natuurpunt
Macropis europaea,Only in Natuurpunt
Macropis fulvipes,Only in Natuurpunt
Macroplax preyssleri,Only in Natuurpunt
Macropodia parva,Only in Natuurpunt
Macropodia rostrata,Only in Natuurpunt
Macropodia tenuirostris,Only in Natuurpunt
Macropsis fuscula,Only in Natuurpunt
Macropsis infuscata,Only in Natuurpunt
Macropsis vicina,Only in Natuurpunt
Macropus rufogriseus,Only in Natuurpunt
Macrosaccus robiniella,Only in Natuurpunt
Macrosaldula scotica,Only in Natuurpunt
Macrosiphoniella artemisiae,Only in Natuurpunt
Macrosiphoniella millefolii,Only in Natuurpunt
Macrosiphoniella oblonga,Only in Natuurpunt
Macrosiphoniella subterranea,Only in Natuurpunt
Macrosiphoniella tanacetaria,Only in Natuurpunt
Macrosiphum albifrons,Only in Natuurpunt
Macrosiphum cholodkovskyi,Only in Natuurpunt
Macrosiphum euphorbiae,Only in Natuurpunt
Macrosiphum euphorbiellum,Only in Natuurpunt
Macrosiphum hellebori,Only in Natuurpunt
Macrosiphum rosae,Only in Natuurpunt
Macrosteles maculosus,Only in Natuurpunt
Macrosteles quadripunctulatus,Only in Natuurpunt
Macrosteles sardus,Only in Natuurpunt
Macrosteles septemnotatus,Only in Natuurpunt
Macrosteles sexnotatus,Only in Natuurpunt
Macrosteles viridigriseus,Only in Natuurpunt
Macrothylacia rubi,Only in Natuurpunt
Macrotylus paykullii,Only in Natuurpunt
Macrotylus solitarius,Only in Natuurpunt
Macrotyphula fistulosa,Only in Natuurpunt
Macrotyphula juncea,Only in Natuurpunt
Mactra stultorum,Only in Natuurpunt
Maculolachnus submacula,Only in Natuurpunt
Madiza glabra,Only in Natuurpunt
Maerella tenuimana,Only in Natuurpunt
Magallana gigas,Only in Natuurpunt
Maianthemum dilatatum,Only in Natuurpunt
Maja brachydactyla,Only in Natuurpunt
Malachius aeneus,Only in Natuurpunt
Malachius bipustulatus,Only in Natuurpunt
Malacocoris chlorizans,Only in Natuurpunt
Malacolimax tenellus,Only in Natuurpunt
Malacorhynchus membranaceus,Only in Natuurpunt
Malacosoma castrensis,Only in Natuurpunt
Malacosoma neustria,Only in Natuurpunt
Malcolmia africana,Only in Natuurpunt
Malcolmia flexuosa,Only in Natuurpunt
Malcolmia maritima,Only in Natuurpunt
Mallodon downesii,Only in Natuurpunt
Mallota cimbiciformis,Only in Natuurpunt
Mallota fuciformis,Only in Natuurpunt
Malmgrenia darbouxi,Only in Natuurpunt
Malmgrenia lunulata,Only in Natuurpunt
Malope trifida,Only in Natuurpunt
Malthinus flaveolus,Only in Natuurpunt
Malthinus seriepunctatus,Only in Natuurpunt
Malus baccata,Only in Natuurpunt
Malus sieboldii,Only in Natuurpunt
Malus sylvestris,Only in Natuurpunt
Malva alcea,Only in Natuurpunt
Malva arborea,Only in Natuurpunt
Malva cretica,Only in Natuurpunt
Malva maroccana,Only in Natuurpunt
Malva moschata,Only in Natuurpunt
Malva neglecta,Only in Natuurpunt
Malva nicaeensis,Only in Natuurpunt
Malva parviflora,Only in Natuurpunt
Malva preissiana,Only in Natuurpunt
Malva pseudolavatera,Only in Natuurpunt
Malva punctata,Only in Natuurpunt
Malva pusilla,Only in Natuurpunt
Malva setigera,Only in Natuurpunt
Malva thuringiaca,Only in Natuurpunt
Malva trimestris,Only in Natuurpunt
Malva verticillata,Only in Natuurpunt
Malva weinmanniana,Only in Natuurpunt
Malvastrum americanum,Only in Natuurpunt
Malvastrum coromandelianum,Only in Natuurpunt
Mamestra brassicae,Only in Natuurpunt
Manayunkia aestuarina,Only in Natuurpunt
Mangora acalypha,Only in Natuurpunt
Manihot grahamii,Only in Natuurpunt
Maniola jurtina,Only in Natuurpunt
Mantis religiosa,Only in Natuurpunt
Mantispa styriaca,Only in Natuurpunt
Manzonia crassa,Only in Natuurpunt
Marasmarcha lunaedactyla,Only in Natuurpunt
Marasmiellus candidus,Only in Natuurpunt
Marasmiellus foetidus,Only in Natuurpunt
Marasmiellus ramealis,Only in Natuurpunt
Marasmiellus trabutii,Only in Natuurpunt
Marasmiellus tricolor,Only in Natuurpunt
Marasmiellus vaillantii,Only in Natuurpunt
Marasmius anomalus,Only in Natuurpunt
Marasmius bulliardii,Only in Natuurpunt
Marasmius cohaerens,Only in Natuurpunt
Marasmius corbariensis,Only in Natuurpunt
Marasmius curreyi,Only in Natuurpunt
Marasmius epiphylloides,Only in Natuurpunt
Marasmius epiphyllus,Only in Natuurpunt
Marasmius limosus,Only in Natuurpunt
Marasmius minutus,Only in Natuurpunt
Marasmius oreades,Only in Natuurpunt
Marasmius rotula,Only in Natuurpunt
Marasmius setosus,Only in Natuurpunt
Marasmius torquescens,Only in Natuurpunt
Marasmius wynneae,Only in Natuurpunt
Marchantia polymorpha,Only in Natuurpunt
Marchantiana asserigena,Only in Natuurpunt
Mareca americana,Only in Natuurpunt
Mareca falcata,Only in Natuurpunt
Mareca penelope,Only in Natuurpunt
Mareca sibilatrix,Only in Natuurpunt
Mareca strepera,Only in Natuurpunt
Marenzelleria neglecta,Only in Natuurpunt
Margarinotus purpurascens,Only in Natuurpunt
Margarinotus striola,Only in Natuurpunt
Margarinotus ventralis,Only in Natuurpunt
Margaritifera margaritifera,Only in Natuurpunt
Mariannaea elegans,Only in Natuurpunt
Marionfyfea adventor,Only in Natuurpunt
Marmaronetta angustirostris,Only in Natuurpunt
Marpissa muscosa,Only in Natuurpunt
Marpissa nivoyi,Only in Natuurpunt
Marpissa radiata,Only in Natuurpunt
Marrubium vulgare,Only in Natuurpunt
Marshallora adversa,Only in Natuurpunt
Marsilea quadrifolia,Only in Natuurpunt
Marssonina brunnea,Only in Natuurpunt
Marsupella emarginata,Only in Natuurpunt
Martes martes,Only in Natuurpunt
Marthamyces phacidioides,Only in Natuurpunt
Maruca vitrata,Only in Natuurpunt
Masicera silvatica,Only in Natuurpunt
Maso gallicus,Only in Natuurpunt
Maso sundevalli,Only in Natuurpunt
Massaria aucupariae,Only in Natuurpunt
Massaria inquinans,Only in Natuurpunt
Massaria ulmi,Only in Natuurpunt
Mastigosporium album,Only in Natuurpunt
Mastigusa arietina,Only in Natuurpunt
Matilella fusca,Only in Natuurpunt
Matteuccia struthiopteris,Only in Natuurpunt
Matthiola incana,Only in Natuurpunt
Matthiola longipetala,Only in Natuurpunt
Mauranthemum paludosum,Only in Natuurpunt
Mayetiola graminis,Only in Natuurpunt
Mayetiola hellwigi,Only in Natuurpunt
Mayetiola moliniae,Only in Natuurpunt
Mazus pumilus,Only in Natuurpunt
Mazus reptans,Only in Natuurpunt
Mecidea lindbergi,Only in Natuurpunt
Mecomma ambulans,Only in Natuurpunt
Meconema meridionale,Only in Natuurpunt
Meconema thalassinum,Only in Natuurpunt
Mecyna flavalis,Only in Natuurpunt
Medetera ambigua,Only in Natuurpunt
Medetera diadema,Only in Natuurpunt
Medetera flavipes,Only in Natuurpunt
Medetera jacula,Only in Natuurpunt
Medetera muralis,Only in Natuurpunt
Medetera petrophiloides,Only in Natuurpunt
Medetera truncorum,Only in Natuurpunt
Medicago arabica,Only in Natuurpunt
Medicago falcata,Only in Natuurpunt
Medicago laciniata,Only in Natuurpunt
Medicago littoralis,Only in Natuurpunt
Medicago minima,Only in Natuurpunt
Medicago monspeliaca,Only in Natuurpunt
Medicago orbicularis,Only in Natuurpunt
Medicago polymorpha,Only in Natuurpunt
Medicago praecox,Only in Natuurpunt
Medicago rigidula,Only in Natuurpunt
Medicago scutellata,Only in Natuurpunt
Medicago truncatula,Only in Natuurpunt
Megabothris turbidus,Only in Natuurpunt
Megabruchidius dorsalis,Only in Natuurpunt
Megabunus diadema,Only in Natuurpunt
Megachile alpicola,Only in Natuurpunt
Megachile analis,Only in Natuurpunt
Megachile argentata,Only in Natuurpunt
Megachile centuncularis,Only in Natuurpunt
Megachile circumcincta,Only in Natuurpunt
Megachile ericetorum,Only in Natuurpunt
Megachile genalis,Only in Natuurpunt
Megachile lagopoda,Only in Natuurpunt
Megachile lapponica,Only in Natuurpunt
Megachile leachella,Only in Natuurpunt
Megachile ligniseca,Only in Natuurpunt
Megachile maritima,Only in Natuurpunt
Megachile nigriventris,Only in Natuurpunt
Megachile pyrenaea,Only in Natuurpunt
Megachile rotundata,Only in Natuurpunt
Megachile versicolor,Only in Natuurpunt
Megachile willughbiella,Only in Natuurpunt
Megacoelum beckeri,Only in Natuurpunt
Megacoelum infusum,Only in Natuurpunt
Megacollybia platyphylla,Only in Natuurpunt
Megadelphax sordidula,Only in Natuurpunt
Megaloceroea recticornis,Only in Natuurpunt
Megalocoleus molliculus,Only in Natuurpunt
Megalocoleus tanaceti,Only in Natuurpunt
Megalocystidium leucoxanthum,Only in Natuurpunt
Megalocystidium luridum,Only in Natuurpunt
Megalomus tortricoides,Only in Natuurpunt
Megalonotus antennatus,Only in Natuurpunt
Megalonotus chiragra,Only in Natuurpunt
Megalonotus dilatatus,Only in Natuurpunt
Megalonotus emarginatus,Only in Natuurpunt
Megalonotus hirsutus,Only in Natuurpunt
Megalonotus praetextatus,Only in Natuurpunt
Megalonotus sabulicola,Only in Natuurpunt
Megalothorax minimus,Only in Natuurpunt
Megamelodes quadrimaculatus,Only in Natuurpunt
Megamelus notula,Only in Natuurpunt
Megamerina dolium,Only in Natuurpunt
Meganola albula,Only in Natuurpunt
Meganola strigula,Only in Natuurpunt
Megaptera novaeangliae,Only in Natuurpunt
Megarhyssa perlata,Only in Natuurpunt
Megarhyssa rixator,Only in Natuurpunt
Megarhyssa superba,Only in Natuurpunt
Megarhyssa vagatoria,Only in Natuurpunt
Megascolia maculata,Only in Natuurpunt
Megascops kennicottii,Only in Natuurpunt
Megaspilus dux,Only in Natuurpunt
Megastigmus aculeatus,Only in Natuurpunt
Megastigmus dorsalis,Only in Natuurpunt
Megastigmus spermotrophus,Only in Natuurpunt
Megasyrphus erraticus,Only in Natuurpunt
Megatoma undata,Only in Natuurpunt
Megophthalmus scanicus,Only in Natuurpunt
Megoura viciae,Only in Natuurpunt
Meiosimyza decempunctata,Only in Natuurpunt
Melampodium divaricatum,Only in Natuurpunt
Melampodium montanum,Only in Natuurpunt
Melampsora allii-populina,Only in Natuurpunt
Melampsora caprearum,Only in Natuurpunt
Melampsora epitea,Only in Natuurpunt
Melampsora euphorbiae,Only in Natuurpunt
Melampsora hypericorum,Only in Natuurpunt
Melampsora larici-populina,Only in Natuurpunt
Melampsora lini,Only in Natuurpunt
Melampsora populina,Only in Natuurpunt
Melampsora populnea,Only in Natuurpunt
Melampsorella symphyti,Only in Natuurpunt
Melampsoridium betulinum,Only in Natuurpunt
Melampsoridium hiratsukanum,Only in Natuurpunt
Melampyrum arvense,Only in Natuurpunt
Melampyrum nemorosum,Only in Natuurpunt
Melampyrum pratense,Only in Natuurpunt
Melanamphora spinifera,Only in Natuurpunt
Melanargia galathea,Only in Natuurpunt
Melanchra persicariae,Only in Natuurpunt
Melanconiella decorahensis,Only in Natuurpunt
Melanconiella hyperopta,Only in Natuurpunt
Melanconiella spodiaea,Only in Natuurpunt
Melanconis alni,Only in Natuurpunt
Melanconis chrysostroma,Only in Natuurpunt
Melanconis modonia,Only in Natuurpunt
Melanconium castaneae,Only in Natuurpunt
Melanconium stromaticum,Only in Natuurpunt
Melandrya caraboides,Only in Natuurpunt
Melanelixia glabratula,Only in Natuurpunt
Melanelixia subaurifera,Only in Natuurpunt
Melanella alba,Only in Natuurpunt
Melangyna barbifrons,Only in Natuurpunt
Melangyna labiatarum,Only in Natuurpunt
Melangyna lasiophthalma,Only in Natuurpunt
Melangyna pavlovskyi,Only in Natuurpunt
Melangyna quadrimaculata,Only in Natuurpunt
Melangyna umbellatarum,Only in Natuurpunt
Melanimon tibialis,Only in Natuurpunt
Melanitta fusca,Only in Natuurpunt
Melanitta nigra,Only in Natuurpunt
Melanitta perspicillata,Only in Natuurpunt
Melanocorypha calandra,Only in Natuurpunt
Melanocoryphus albomaculatus,Only in Natuurpunt
Melanogaster aerosa,Only in Natuurpunt
Melanogaster ambiguus,Only in Natuurpunt
Melanogaster broomeanus,Only in Natuurpunt
Melanogaster hirtella,Only in Natuurpunt
Melanogaster nuda,Only in Natuurpunt
Melanogaster parumplicata,Only in Natuurpunt
Melanohalea elegantula,Only in Natuurpunt
Melanohalea exasperata,Only in Natuurpunt
Melanohalea exasperatula,Only in Natuurpunt
Melanohalea laciniatula,Only in Natuurpunt
Melanoides tuberculata,Only in Natuurpunt
Melanoleuca atripes,Only in Natuurpunt
Melanoleuca brevipes,Only in Natuurpunt
Melanoleuca cinereifolia,Only in Natuurpunt
Melanoleuca cognata,Only in Natuurpunt
Melanoleuca exscissa,Only in Natuurpunt
Melanoleuca friesii,Only in Natuurpunt
Melanoleuca grammopodia,Only in Natuurpunt
Melanoleuca humilis,Only in Natuurpunt
Melanoleuca microcephala,Only in Natuurpunt
Melanoleuca nivea,Only in Natuurpunt
Melanoleuca polioleuca,Only in Natuurpunt
Melanoleuca rasilis,Only in Natuurpunt
Melanoleuca strictipes,Only in Natuurpunt
Melanoleuca subpulverulenta,Only in Natuurpunt
Melanoleuca tristis,Only in Natuurpunt
Melanoleuca verrucipes,Only in Natuurpunt
Melanomma fuscidulum,Only in Natuurpunt
Melanomma pulvis-pyrius,Only in Natuurpunt
Melanomya nana,Only in Natuurpunt
Melanophyllum eyrei,Only in Natuurpunt
Melanophyllum haematospermum,Only in Natuurpunt
Melanopsamma pomiformis,Only in Natuurpunt
Melanopsichium pennsylvanicum,Only in Natuurpunt
Melanospora brevirostris,Only in Natuurpunt
Melanospora chionea,Only in Natuurpunt
Melanospora zamiae,Only in Natuurpunt
Melanostoma mellinum,Only in Natuurpunt
Melanostoma scalare,Only in Natuurpunt
Melanotus villosus,Only in Natuurpunt
Melanthia procellata,Only in Natuurpunt
Melanustilospora ari,Only in Natuurpunt
Melarhaphe neritoides,Only in Natuurpunt
Melasis buprestoides,Only in Natuurpunt
Melastiza chateri,Only in Natuurpunt
Melastiza cornubiensis,Only in Natuurpunt
Melastiza flavorubens,Only in Natuurpunt
Meleagris gallopavo,Only in Natuurpunt
Melecta albifrons,Only in Natuurpunt
Melecta luctuosa,Only in Natuurpunt
Melia azedarach,Only in Natuurpunt
Melica altissima,Only in Natuurpunt
Melica ciliata,Only in Natuurpunt
Melica nutans,Only in Natuurpunt
Melica uniflora,Only in Natuurpunt
Melieria crassipennis,Only in Natuurpunt
Melieria omissa,Only in Natuurpunt
Melieria picta,Only in Natuurpunt
Meligramma cingulata,Only in Natuurpunt
Meligramma guttata,Only in Natuurpunt
Meligramma triangulifera,Only in Natuurpunt
Melilotus albus,Only in Natuurpunt
Melilotus altissimus,Only in Natuurpunt
Melilotus elegans,Only in Natuurpunt
Melilotus indicus,Only in Natuurpunt
Melilotus infestus,Only in Natuurpunt
Melilotus sulcatus,Only in Natuurpunt
Melinda gentilis,Only in Natuurpunt
Melinda viridicyanea,Only in Natuurpunt
Meliscaeva auricollis,Only in Natuurpunt
Meliscaeva cinctella,Only in Natuurpunt
Melissa officinalis,Only in Natuurpunt
Melita hergensis,Only in Natuurpunt
Melita nitida,Only in Natuurpunt
Melita palmata,Only in Natuurpunt
Melitaea athalia,Only in Natuurpunt
Melitaea aurelia,Only in Natuurpunt
Melitaea cinxia,Only in Natuurpunt
Melitaea diamina,Only in Natuurpunt
Melitaea didyma,Only in Natuurpunt
Melitta haemorrhoidalis,Only in Natuurpunt
Melitta leporina,Only in Natuurpunt
Melitta nigricans,Only in Natuurpunt
Melitta tricincta,Only in Natuurpunt
Mellinus arvensis,Only in Natuurpunt
Meloboris collector,Only in Natuurpunt
Melochia corchorifolia,Only in Natuurpunt
Meloe brevicollis,Only in Natuurpunt
Meloe proscarabaeus,Only in Natuurpunt
Meloe rugosus,Only in Natuurpunt
Meloe violaceus,Only in Natuurpunt
Melogramma campylosporum,Only in Natuurpunt
Melolontha hippocastani,Only in Natuurpunt
Melolontha melolontha,Only in Natuurpunt
Melomastia mastoidea,Only in Natuurpunt
Melopsittacus undulatus,Only in Natuurpunt
Melosira moniliformis,Only in Natuurpunt
Melospiza melodia,Only in Natuurpunt
Membranipora membranacea,Only in Natuurpunt
Membranomyces spurius,Only in Natuurpunt
Menelikornis leucotis,Only in Natuurpunt
Menemerus semilimbatus,Only in Natuurpunt
Menetus dilatatus,Only in Natuurpunt
Menispora britannica,Only in Natuurpunt
Menispora ciliata,Only in Natuurpunt
Menophra abruptaria,Only in Natuurpunt
Mensularia nodulosa,Only in Natuurpunt
Mensularia radiata,Only in Natuurpunt
Mentha alopecuroides,Only in Natuurpunt
Mentha aquatica,Only in Natuurpunt
Mentha arvensis,Only in Natuurpunt
Mentha cervina,Only in Natuurpunt
Mentha longifolia,Only in Natuurpunt
Mentha pulegium,Only in Natuurpunt
Mentha requienii,Only in Natuurpunt
Mentha suaveolens,Only in Natuurpunt
Menyanthes trifoliata,Only in Natuurpunt
Meottomyces dissimulans,Only in Natuurpunt
Mephitis mephitis,Only in Natuurpunt
Mercenaria mercenaria,Only in Natuurpunt
Mercurialis annua,Only in Natuurpunt
Mercurialis perennis,Only in Natuurpunt
Merdigera obscura,Only in Natuurpunt
Meretrix lyrata,Only in Natuurpunt
Mergellus albellus,Only in Natuurpunt
Mergus merganser,Only in Natuurpunt
Mergus serrator,Only in Natuurpunt
Meriones unguiculatus,Only in Natuurpunt
